GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_sequence_feature	variants_effect_splice_region_variant	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
WDR90	ENSG00000161996	ENST00000552728	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
WDR90	ENSG00000161996	ENST00000552943	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
WDR90	ENSG00000161996	ENST00000553080	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
WFIKKN1	ENSG00000127578	ENST00000319070	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
WFIKKN1	ENSG00000127578	ENST00000573440	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Y_RNA	ENSG00000207243	ENST00000384514	misc_RNA	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
Z69720.2	ENSG00000269482	ENST00000601483	antisense	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
Z69720.3	ENSG00000278995	ENST00000624755	TEC	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Z84721.4	ENSG00000225323	ENST00000438841	unprocessed_pseudogene	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
Z84812.4	ENSG00000260803	ENST00000568710	processed_transcript	0	0	0	8	0	0	0	0	0	6	0	1	0	0	0	0	1
Z97634.3	ENSG00000236829	ENST00000412293	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
Z97634.3	ENSG00000236829	ENST00000457760	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ZG16B	ENSG00000162078	ENST00000382280	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
ZG16B	ENSG00000162078	ENST00000570670	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0
ZG16B	ENSG00000162078	ENST00000571723	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
ZG16B	ENSG00000162078	ENST00000572863	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
ZG16B	ENSG00000162078	ENST00000573019	retained_intron	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
ZG16B	ENSG00000162078	ENST00000576423	retained_intron	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
ZNF174	ENSG00000103343	ENST00000268655	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ZNF174	ENSG00000103343	ENST00000344823	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ZNF174	ENSG00000103343	ENST00000571936	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ZNF174	ENSG00000103343	ENST00000572544	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ZNF174	ENSG00000103343	ENST00000575752	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ZNF200	ENSG00000010539	ENST00000396868	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
ZNF200	ENSG00000010539	ENST00000396870	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
ZNF200	ENSG00000010539	ENST00000396871	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
ZNF200	ENSG00000010539	ENST00000414144	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
ZNF200	ENSG00000010539	ENST00000431561	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
ZNF200	ENSG00000010539	ENST00000575285	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ZNF200	ENSG00000010539	ENST00000575617	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ZNF200	ENSG00000010539	ENST00000575630	retained_intron	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ZNF200	ENSG00000010539	ENST00000575948	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
ZNF200	ENSG00000010539	ENST00000577015	retained_intron	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ZNF213	ENSG00000085644	ENST00000396878	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF213	ENSG00000085644	ENST00000416391	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF213	ENSG00000085644	ENST00000572647	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF213	ENSG00000085644	ENST00000573771	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ZNF213	ENSG00000085644	ENST00000574575	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
ZNF213	ENSG00000085644	ENST00000574902	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF213	ENSG00000085644	ENST00000574928	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ZNF213	ENSG00000085644	ENST00000576416	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF213	ENSG00000085644	ENST00000576863	nonsense_mediated_decay	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF213-AS1	ENSG00000263072	ENST00000570901	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ZNF213-AS1	ENSG00000263072	ENST00000571449	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF213-AS1	ENSG00000263072	ENST00000571963	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF213-AS1	ENSG00000263072	ENST00000572691	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ZNF213-AS1	ENSG00000263072	ENST00000573414	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ZNF213-AS1	ENSG00000263072	ENST00000573447	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF213-AS1	ENSG00000263072	ENST00000575089	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF213-AS1	ENSG00000263072	ENST00000575139	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ZNF213-AS1	ENSG00000263072	ENST00000576490	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ZNF213-AS1	ENSG00000263072	ENST00000576590	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF213-AS1	ENSG00000263072	ENST00000577163	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF500	ENSG00000103199	ENST00000219478	protein_coding	0	1	0	5	0	0	0	2	0	2	0	0	0	0	0	1	1
ZNF500	ENSG00000103199	ENST00000545009	protein_coding	0	1	0	3	0	0	0	0	0	2	0	0	0	0	0	1	1
ZNF500	ENSG00000103199	ENST00000585977	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ZNF500	ENSG00000103199	ENST00000588602	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ZNF500	ENSG00000103199	ENST00000588942	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2
ZNF500	ENSG00000103199	ENST00000589422	nonsense_mediated_decay	0	1	0	3	0	0	0	0	0	2	0	0	0	0	0	1	1
ZNF500	ENSG00000103199	ENST00000591026	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ZNF500	ENSG00000103199	ENST00000592425	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
ZNF597	ENSG00000167981	ENST00000301744	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ZNF598	ENSG00000167962	ENST00000561787	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF598	ENSG00000167962	ENST00000562103	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
ZNF598	ENSG00000167962	ENST00000562988	retained_intron	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
ZNF598	ENSG00000167962	ENST00000563630	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
ZNF598	ENSG00000167962	ENST00000564556	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF598	ENSG00000167962	ENST00000564824	retained_intron	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
ZNF598	ENSG00000167962	ENST00000565396	retained_intron	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
ZNF598	ENSG00000167962	ENST00000567008	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF598	ENSG00000167962	ENST00000567625	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF75A	ENSG00000162086	ENST00000498240	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ZNF75A	ENSG00000162086	ENST00000571101	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ZNF75A	ENSG00000162086	ENST00000572999	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ZNF75A	ENSG00000162086	ENST00000573828	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF75A	ENSG00000162086	ENST00000574298	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ZNF75A	ENSG00000162086	ENST00000575234	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF75A	ENSG00000162086	ENST00000575253	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ZNF75A	ENSG00000162086	ENST00000575812	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF75A	ENSG00000162086	ENST00000612186	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF75A	ENSG00000162086	ENST00000617839	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ZSCAN10	ENSG00000130182	ENST00000252463	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ZSCAN10	ENSG00000130182	ENST00000538082	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
ZSCAN10	ENSG00000130182	ENST00000571903	retained_intron	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ZSCAN10	ENSG00000130182	ENST00000572431	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
ZSCAN10	ENSG00000130182	ENST00000572548	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
ZSCAN10	ENSG00000130182	ENST00000573931	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ZSCAN10	ENSG00000130182	ENST00000575108	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
ZSCAN10	ENSG00000130182	ENST00000576483	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ZSCAN10	ENSG00000130182	ENST00000576985	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
ZSCAN10	ENSG00000130182	ENST00000577059	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ZSCAN32	ENSG00000140987	ENST00000304926	protein_coding	0	0	0	6	0	0	0	1	0	3	0	0	0	0	0	0	2
ZSCAN32	ENSG00000140987	ENST00000396846	protein_coding	0	0	0	6	0	0	0	1	0	3	0	0	0	0	0	0	2
ZSCAN32	ENSG00000140987	ENST00000396852	protein_coding	0	0	0	6	0	0	0	1	0	3	0	0	0	0	0	0	2
ZSCAN32	ENSG00000140987	ENST00000422427	protein_coding	0	0	0	6	0	0	0	1	0	3	0	0	0	0	0	0	2
ZSCAN32	ENSG00000140987	ENST00000439568	protein_coding	0	0	0	6	0	0	0	1	0	3	0	0	0	0	0	0	2
ZSCAN32	ENSG00000140987	ENST00000571285	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ZSCAN32	ENSG00000140987	ENST00000571906	protein_coding	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	2
ZSCAN32	ENSG00000140987	ENST00000573327	protein_coding	0	0	0	6	0	0	0	1	0	3	0	0	0	0	0	0	2
ZSCAN32	ENSG00000140987	ENST00000573719	protein_coding	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	2
ZSCAN32	ENSG00000140987	ENST00000573830	protein_coding	0	0	0	6	0	0	0	1	0	3	0	0	0	0	0	0	2
ZSCAN32	ENSG00000140987	ENST00000574084	retained_intron	0	0	0	6	0	0	0	1	0	3	0	0	0	0	0	0	2
ZSCAN32	ENSG00000140987	ENST00000574940	protein_coding	0	0	0	6	0	0	0	1	0	3	0	0	0	0	0	0	2
ZSCAN32	ENSG00000140987	ENST00000575350	protein_coding	0	0	0	4	0	0	0	1	0	3	0	0	0	0	0	0	0
ZSCAN32	ENSG00000140987	ENST00000576500	nonsense_mediated_decay	0	0	0	6	0	0	0	1	0	3	0	0	0	0	0	0	2
ZSCAN32	ENSG00000140987	ENST00000618425	protein_coding	0	0	0	6	0	0	0	1	0	3	0	0	0	0	0	0	2
snoR1	ENSG00000281010	ENST00000628177	snoRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
